id,year,issue_d,final_d,emp_length_int,home_ownership,home_ownership_cat,income_category,annual_inc,income_cat,loan_amount,term,term_cat,application_type,application_type_cat,purpose,purpose_cat,interest_payments,interest_payment_cat,loan_condition,loan_condition_cat,interest_rate,grade,grade_cat,dti,total_pymnt,total_rec_prncp,recoveries,installment,region,profitability,risk_flag,income_to_loan_ratio,year_wise_default_rate_indicator
27551494,2014,01-09-2014,25-04-4780,10,RENT,1,Low,80000,1,7500, 36 months,1,INDIVIDUAL,1,MOVING,10,High,2,GOOD LOAN,0,14.49,C,3,9.29,8213.12,7500,0,258.13,leinster,713.12,1,10.6666666666666667,0.08
1530046,2012,01-09-2012,25-04-4780,5,RENT,1,Low,30500,1,10625, 60 months,2,INDIVIDUAL,1,DEBT_CONSOLIDATION,6,High,2,GOOD LOAN,0,19.72,D,4,21.88,15131.13355,10625,0,279.85,ulster,4506.13355,1,2.8705882352941176,0.16
6309657,2013,01-08-2013,20-10-4670,10,MORTGAGE,3,Low,58000,1,18000, 60 months,2,INDIVIDUAL,1,DEBT_CONSOLIDATION,6,Low,1,GOOD LOAN,0,11.55,B,2,17.19,11492.14,7420.55,0,396.32,leinster,-6507.86,1,3.2222222222222222,0.14
29194449,2014,01-10-2014,03-08-4944,7,MORTGAGE,3,Low,65000,1,20000, 36 months,1,INDIVIDUAL,1,CREDIT_CARD,1,Low,1,GOOD LOAN,0,12.49,B,2,32.72,22331.58,20000,0,668.98,leinster,2331.58,1,3.2500000000000000,0.08
3151727,2013,01-01-2013,20-10-4670,10,MORTGAGE,3,Low,90000,1,25000, 60 months,2,INDIVIDUAL,1,DEBT_CONSOLIDATION,6,Low,1,GOOD LOAN,0,11.14,B,2,16.53,31239.69,25000,0,545.31,Northern-Irl,6239.69,1,3.6000000000000000,0.14
4694710,2013,01-06-2013,20-10-4670,0.5,RENT,1,Medium,120000,2,24000, 36 months,1,INDIVIDUAL,1,DEBT_CONSOLIDATION,6,Low,1,GOOD LOAN,0,6.62,A,1,8.23,22830.87,20365.2,0,736.89,ulster,-1169.13,1,5.0000000000000000,0.14
613425,2010,01-11-2010,10-06-4862,3,RENT,1,Low,28800,1,6000, 60 months,2,INDIVIDUAL,1,MAJOR_PURCHASE,8,Low,1,GOOD LOAN,0,9.25,B,2,10.54,6313.94,6000,0,125.28,Northern-Irl,313.94,1,4.8000000000000000,0.15
2837869,2013,01-01-2013,14-06-4862,6,MORTGAGE,3,Low,75000,1,12500, 36 months,1,INDIVIDUAL,1,CREDIT_CARD,1,Low,1,GOOD LOAN,0,10.16,B,2,11.01,14517.18182,12500,0,404.28,cannught,2017.18182,1,6.0000000000000000,0.14
6315162,2013,01-07-2013,20-10-4670,10,OWN,2,Low,52000,1,11000, 36 months,1,INDIVIDUAL,1,DEBT_CONSOLIDATION,6,Low,1,GOOD LOAN,0,10.64,B,2,15.07,10747.8,8915.86,0,358.26,munster,-252.2,1,4.7272727272727273,0.14
1259075,2012,01-05-2012,06-12-4752,0.5,RENT,1,Low,70000,1,9000, 36 months,1,INDIVIDUAL,1,OTHER,4,Low,1,GOOD LOAN,0,12.12,B,2,7.73,9629.31,9000,0,299.45,leinster,629.31,1,7.7777777777777778,0.16
508798,2010,01-05-2010,31-07-4944,2,MORTGAGE,3,Low,76596,1,24000, 36 months,1,INDIVIDUAL,1,DEBT_CONSOLIDATION,6,Low,1,GOOD LOAN,0,12.73,C,3,8.02,28703.81,24000,0,805.59,Northern-Irl,4703.81,1,3.1915000000000000,0.15
29724368,2014,01-10-2014,20-10-4670,10,RENT,1,Low,60000,1,12275, 36 months,1,INDIVIDUAL,1,DEBT_CONSOLIDATION,6,High,2,GOOD LOAN,0,16.29,D,4,14,6488.69,4401.72,0,433.32,ulster,-5786.31,1,4.8879837067209776,0.08
9215116,2013,01-12-2013,20-10-4670,10,MORTGAGE,3,Medium,110000,2,1200, 36 months,1,INDIVIDUAL,1,CREDIT_CARD,1,Low,1,GOOD LOAN,0,11.99,B,2,7.24,996.46,787.03,0,39.86,cannught,-203.54,1,91.6666666666666667,0.14
9785225,2013,01-12-2013,19-10-4670,5,MORTGAGE,3,Medium,110000,2,13000, 36 months,1,INDIVIDUAL,1,DEBT_CONSOLIDATION,6,Low,1,GOOD LOAN,0,6.03,A,1,17.55,13741.75,13000,0,395.67,cannught,741.75,1,8.4615384615384615,0.14
26078211,2014,01-09-2014,20-10-4670,6.05,RENT,1,Low,22000,1,6000, 36 months,1,INDIVIDUAL,1,DEBT_CONSOLIDATION,6,High,2,GOOD LOAN,0,15.61,D,4,25.64,3356.64,2326.51,0,209.79,ulster,-2643.36,1,3.6666666666666667,0.08
1364182,2012,01-07-2012,27-01-4835,6,RENT,1,Low,45000,1,12000, 36 months,1,INDIVIDUAL,1,DEBT_CONSOLIDATION,6,High,2,GOOD LOAN,0,13.67,B,2,24,14695.01768,12000,0,408.22,leinster,2695.01768,1,3.7500000000000000,0.16
26219425,2014,01-09-2014,11-09-4807,10,MORTGAGE,3,Low,92000,1,11200, 60 months,2,INDIVIDUAL,1,DEBT_CONSOLIDATION,6,High,2,GOOD LOAN,0,24.99,F,6,20.99,13345.18,11200,0,328.67,ulster,2145.18,1,8.2142857142857143,0.08
31637257,2014,01-10-2014,08-12-4752,10,MORTGAGE,3,Low,95000,1,35000, 60 months,2,INDIVIDUAL,1,DEBT_CONSOLIDATION,6,High,2,GOOD LOAN,0,18.24,D,4,35.3,38169.74,35000,0,893.35,ulster,3169.74,1,2.7142857142857143,0.08
5356116,2013,01-05-2013,18-12-4971,6,RENT,1,Low,46000,1,8000, 36 months,1,INDIVIDUAL,1,DEBT_CONSOLIDATION,6,High,2,GOOD LOAN,0,17.77,D,4,11.24,8672.33,8000,0,288.3,munster,672.33,1,5.7500000000000000,0.14
6310553,2013,01-08-2013,08-12-4752,1,RENT,1,Low,36000,1,10000, 36 months,1,INDIVIDUAL,1,CREDIT_CARD,1,High,2,GOOD LOAN,0,15.22,C,3,6.83,11999.53673,10000,0,347.74,Northern-Irl,1999.53673,1,3.6000000000000000,0.14
4175227,2013,01-04-2013,20-12-4971,0.5,MORTGAGE,3,Medium,129500,2,20000, 36 months,1,INDIVIDUAL,1,DEBT_CONSOLIDATION,6,Low,1,GOOD LOAN,0,11.14,B,2,25.25,20995.12,17435.42,0,656.11,cannught,995.12,1,6.4750000000000000,0.14
33141301,2014,01-10-2014,20-10-4670,10,MORTGAGE,3,Low,73000,1,13000, 36 months,1,INDIVIDUAL,1,CREDIT_CARD,1,Low,1,GOOD LOAN,0,7.69,A,1,11.23,5666.17,4703.77,0,405.52,ulster,-7333.83,1,5.6153846153846154,0.08
34813534,2014,01-11-2014,20-12-4971,6.05,RENT,1,Low,53000,1,15875, 36 months,1,INDIVIDUAL,1,DEBT_CONSOLIDATION,6,High,2,GOOD LOAN,0,19.99,E,5,30.32,7633.44,4680.65,0,589.9,munster,-8241.56,1,3.3385826771653543,0.08
34363140,2014,01-11-2014,20-10-4670,3,RENT,1,Low,50000,1,3000, 36 months,1,INDIVIDUAL,1,CREDIT_CARD,1,Low,1,GOOD LOAN,0,6.49,A,1,20.28,1285,1098.09,0,91.94,Northern-Irl,-1715,1,16.6666666666666667,0.08
25968367,2014,01-09-2014,20-10-4670,9,MORTGAGE,3,Low,56000,1,16000, 36 months,1,INDIVIDUAL,1,CREDIT_CARD,1,Low,1,GOOD LOAN,0,9.17,B,2,14.08,8161.12,6573.47,0,510.07,cannught,-7838.88,1,3.5000000000000000,0.08
560208,2010,01-08-2010,06-12-4752,10,MORTGAGE,3,Low,70000,1,25000, 60 months,2,INDIVIDUAL,1,DEBT_CONSOLIDATION,6,High,2,GOOD LOAN,0,13.98,C,3,19.32,32423.81,25000,0,581.45,Northern-Irl,7423.81,1,2.8000000000000000,0.15
7647600,2013,01-10-2013,20-10-4670,10,MORTGAGE,3,Medium,102000,2,30000, 36 months,1,INDIVIDUAL,1,CREDIT_CARD,1,High,2,GOOD LOAN,0,19.52,D,4,20.35,29975.73,20796.21,0,1107.59,leinster,-24.27,1,3.4000000000000000,0.14
9775049,2013,01-12-2013,11-09-4807,10,MORTGAGE,3,Medium,105000,2,35000, 60 months,2,INDIVIDUAL,1,DEBT_CONSOLIDATION,6,High,2,GOOD LOAN,0,21.48,E,5,8.46,45464.98231,35000,0,956.35,Northern-Irl,10464.98231,1,3.0000000000000000,0.14
37810580,2014,01-12-2014,14-06-4862,6.05,MORTGAGE,3,Low,62000,1,8000, 36 months,1,INDIVIDUAL,1,DEBT_CONSOLIDATION,6,High,2,GOOD LOAN,0,15.59,D,4,22.98,8817.04,8000,0,279.64,ulster,817.04,1,7.7500000000000000,0.08
587584,2010,01-09-2010,25-01-4835,9,MORTGAGE,3,Low,65000,1,6250, 36 months,1,INDIVIDUAL,1,MAJOR_PURCHASE,8,Low,1,GOOD LOAN,0,6.76,A,1,3.77,6913.64,6250.01,0,192.3,Northern-Irl,663.64,1,10.4000000000000000,0.15
33231575,2014,01-12-2014,20-10-4670,6.05,MORTGAGE,3,Low,54000,1,10000, 60 months,2,INDIVIDUAL,1,DEBT_CONSOLIDATION,6,High,2,GOOD LOAN,0,15.99,D,4,8.78,3151.81,1548.41,0,243.13,munster,-6848.19,1,5.4000000000000000,0.08
1577712,2012,01-10-2012,18-03-4917,6.05,RENT,1,Low,27000,1,9450, 36 months,1,INDIVIDUAL,1,DEBT_CONSOLIDATION,6,High,2,GOOD LOAN,0,20.49,E,5,14.09,12726.01079,9450,0,353.56,Northern-Irl,3276.01079,1,2.8571428571428571,0.16
6288747,2013,01-07-2013,24-04-4780,0.5,OWN,2,Low,40000,1,4000, 36 months,1,INDIVIDUAL,1,CREDIT_CARD,1,Low,1,GOOD LOAN,0,12.35,B,2,14.82,4367.7,4000,0,133.53,leinster,367.7,1,10.0000000000000000,0.14
10066838,2013,01-12-2013,29-10-4889,0.5,RENT,1,Low,93300,1,12000, 36 months,1,INDIVIDUAL,1,DEBT_CONSOLIDATION,6,Low,1,GOOD LOAN,0,7.62,A,1,22.19,12555.65199,12000,0,373.94,leinster,555.65199,1,7.7750000000000000,0.14
30175851,2014,01-10-2014,20-12-4971,10,MORTGAGE,3,Low,85000,1,27200, 60 months,2,INDIVIDUAL,1,DEBT_CONSOLIDATION,6,High,2,GOOD LOAN,0,14.99,C,3,20.09,9034.65,4667.72,0,646.95,ulster,-18165.35,1,3.1250000000000000,0.08
15650455,2014,01-10-2014,20-10-4670,7,RENT,1,Low,78000,1,20900, 36 months,1,INDIVIDUAL,1,DEBT_CONSOLIDATION,6,Low,1,GOOD LOAN,0,10.99,B,2,19.89,9565.34,7324.46,0,684.15,Northern-Irl,-11334.66,1,3.7320574162679426,0.08
4085427,2013,01-04-2013,26-01-4835,10,MORTGAGE,3,Low,24000,1,8325, 36 months,1,INDIVIDUAL,1,HOME_IMPROVEMENT,7,High,2,BAD LOAN,1,19.72,D,4,16.6,5393.33,2885.76,775.48,308.21,leinster,-2931.67,0,2.8828828828828829,0.14
36391333,2014,01-12-2014,20-10-4670,0.5,RENT,1,Low,50000,1,15000, 36 months,1,INDIVIDUAL,1,DEBT_CONSOLIDATION,6,Low,1,GOOD LOAN,0,8.19,A,1,1.92,6120.99,4998.37,0,471.37,Northern-Irl,-8879.01,1,3.3333333333333333,0.08
6185629,2013,01-08-2013,14-06-4862,5,MORTGAGE,3,Low,56000,1,18000, 60 months,2,INDIVIDUAL,1,DEBT_CONSOLIDATION,6,High,2,BAD LOAN,1,15.88,C,3,25.89,10494.77,5555.31,0,436.58,leinster,-7505.23,0,3.1111111111111111,0.14
3104948,2013,01-01-2013,20-10-4670,10,OWN,2,Medium,158000,2,15000, 36 months,1,INDIVIDUAL,1,DEBT_CONSOLIDATION,6,Low,1,GOOD LOAN,0,7.9,A,1,5.74,16896.39001,15000,0,469.36,cannught,1896.39001,1,10.5333333333333333,0.14
642929,2011,01-01-2011,24-04-4780,8,RENT,1,Low,17720,1,5000, 36 months,1,INDIVIDUAL,1,VACATION,11,Low,1,GOOD LOAN,0,9.62,B,2,12.19,5800.544907,5000,0,160.45,Northern-Irl,800.544907,1,3.5440000000000000,0.15
2312047,2012,01-12-2012,23-04-4780,4,RENT,1,Low,33000,1,11500, 36 months,1,INDIVIDUAL,1,HOUSE,12,Low,1,GOOD LOAN,0,10.16,B,2,0.55,11961.87,11500,0,371.94,leinster,461.87,1,2.8695652173913043,0.16
1587676,2012,01-10-2012,14-06-4862,3,MORTGAGE,3,Low,66000,1,22000, 36 months,1,INDIVIDUAL,1,CREDIT_CARD,1,Low,1,GOOD LOAN,0,7.9,A,1,19.34,24766.79637,22000,0,688.39,cannught,2766.79637,1,3.0000000000000000,0.16
1461119,2012,01-08-2012,18-12-4971,8,RENT,1,Low,76000,1,6000, 36 months,1,INDIVIDUAL,1,DEBT_CONSOLIDATION,6,High,2,GOOD LOAN,0,17.27,C,3,16.94,7024.74,6000,0,214.73,ulster,1024.74,1,12.6666666666666667,0.16
37041216,2014,01-12-2014,20-10-4670,10,OWN,2,Low,47840,1,6000, 36 months,1,INDIVIDUAL,1,DEBT_CONSOLIDATION,6,Low,1,GOOD LOAN,0,11.99,B,2,18.56,2586.38,1923.68,0,199.26,leinster,-3413.62,1,7.9733333333333333,0.08
667320,2011,01-02-2011,07-09-4807,0.5,RENT,1,Low,19896,1,10000, 36 months,1,INDIVIDUAL,1,DEBT_CONSOLIDATION,6,High,2,BAD LOAN,1,17.14,E,5,9.59,1426,874.35,0,357.23,Northern-Irl,-8574,0,1.98960000000000000000,0.15
616473,2010,01-11-2010,20-07-4725,2,MORTGAGE,3,Low,66887,1,25000, 36 months,1,INDIVIDUAL,1,DEBT_CONSOLIDATION,6,Low,1,GOOD LOAN,0,10.36,B,2,11.89,16687.13,15150,0,491.42,Northern-Irl,-8312.87,1,2.6754800000000000,0.15
251789,2008,01-02-2008,28-02-4698,1,RENT,1,Low,54996,1,10000, 36 months,1,INDIVIDUAL,1,DEBT_CONSOLIDATION,6,High,2,GOOD LOAN,0,15.45,E,5,13.16,11348.22,10000,0,348.87,munster,1348.22,1,5.4996000000000000,0.19
6965910,2013,01-09-2013,20-10-4670,10,MORTGAGE,3,Low,49000,1,12000, 60 months,2,INDIVIDUAL,1,DEBT_CONSOLIDATION,6,High,2,GOOD LOAN,0,20.8,E,5,9.4,9051,4110.2,0,323.3,leinster,-2949,1,4.0833333333333333,0.14
9866273,2013,01-12-2013,24-04-4780,0.5,MORTGAGE,3,Low,30000,1,2000, 36 months,1,INDIVIDUAL,1,MEDICAL,9,High,2,GOOD LOAN,0,23.4,E,5,13.52,2187.18849,2000,0,77.84,cannught,187.18849,1,15.0000000000000000,0.14
9004760,2013,01-11-2013,20-10-4670,10,MORTGAGE,3,Low,45000,1,12000, 60 months,2,INDIVIDUAL,1,DEBT_CONSOLIDATION,6,High,2,GOOD LOAN,0,15.1,C,3,5.25,7149.99,3939.27,0,286.11,ulster,-4850.01,1,3.7500000000000000,0.14
8657512,2013,01-11-2013,20-12-4971,0.5,OWN,2,Low,39000,1,12000, 60 months,2,INDIVIDUAL,1,DEBT_CONSOLIDATION,6,High,2,GOOD LOAN,0,24.99,F,6,8.25,8803.39,3307.33,0,352.15,leinster,-3196.61,1,3.2500000000000000,0.14
354098,2008,01-08-2008,10-06-4862,2,RENT,1,Low,35780,1,1500, 36 months,1,INDIVIDUAL,1,EDUCATIONAL,14,Low,1,GOOD LOAN,0,12.86,D,4,13.45,1815.72,1500,0,50.44,cannught,315.72,1,23.8533333333333333,0.19
8964787,2013,01-11-2013,20-10-4670,10,MORTGAGE,3,Low,100000,1,17050, 60 months,2,INDIVIDUAL,1,OTHER,4,High,2,GOOD LOAN,0,20.2,D,4,3.04,11793.06,5378.8,0,453.63,munster,-5256.94,1,5.8651026392961877,0.14
1395832,2012,01-07-2012,14-06-4862,0.5,RENT,1,Low,45000,1,18000, 60 months,2,INDIVIDUAL,1,MAJOR_PURCHASE,8,High,2,GOOD LOAN,0,15.8,C,3,7.95,24839.38921,18000,0,435.82,leinster,6839.38921,1,2.5000000000000000,0.16
1600014,2012,01-10-2012,18-03-4917,7,RENT,1,Low,50000,1,19750, 36 months,1,INDIVIDUAL,1,DEBT_CONSOLIDATION,6,High,2,GOOD LOAN,0,18.49,D,4,20.74,25868.47447,19750,0,718.88,Northern-Irl,6118.47447,1,2.5316455696202532,0.16
3188935,2013,01-02-2013,20-10-4670,7,OWN,2,Low,29000,1,9750, 36 months,1,INDIVIDUAL,1,CREDIT_CARD,1,Low,1,GOOD LOAN,0,12.12,B,2,9.97,11351.36,9426.96,0,324.4,Northern-Irl,1601.36,1,2.9743589743589744,0.14
3706269,2013,01-03-2013,03-08-4944,10,MORTGAGE,3,Low,95000,1,9750, 36 months,1,INDIVIDUAL,1,DEBT_CONSOLIDATION,6,Low,1,GOOD LOAN,0,12.12,B,2,14.88,11639.35001,9750,0,324.4,munster,1889.35001,1,9.7435897435897436,0.14
9836529,2013,01-12-2013,20-12-4971,7,MORTGAGE,3,Low,74000,1,33600, 60 months,2,INDIVIDUAL,1,DEBT_CONSOLIDATION,6,High,2,GOOD LOAN,0,15.61,C,3,13.77,19443.06,10429.84,0,810.15,leinster,-14156.94,1,2.2023809523809524,0.14
4375885,2013,01-05-2013,03-08-4944,10,OWN,2,Low,25000,1,8000, 36 months,1,INDIVIDUAL,1,CREDIT_CARD,1,High,2,GOOD LOAN,0,15.8,C,3,17.28,10032.48,8000,0,280.47,cannught,2032.48,1,3.1250000000000000,0.14
3605490,2013,01-03-2013,20-10-4670,5,MORTGAGE,3,Low,60000,1,10000, 36 months,1,INDIVIDUAL,1,DEBT_CONSOLIDATION,6,Low,1,GOOD LOAN,0,10.16,B,2,9.34,11635.1,10000,0,323.43,Northern-Irl,1635.1,1,6.0000000000000000,0.14
1059785,2011,01-12-2011,21-07-4725,6,RENT,1,Low,38000,1,12000, 36 months,1,INDIVIDUAL,1,DEBT_CONSOLIDATION,6,High,2,GOOD LOAN,0,16.77,D,4,21.32,14107,12000,0,426.47,ulster,2107,1,3.1666666666666667,0.15
3157197,2013,01-01-2013,05-03-4698,1,RENT,1,Low,46000,1,14400, 36 months,1,INDIVIDUAL,1,DEBT_CONSOLIDATION,6,High,2,GOOD LOAN,0,17.77,D,4,15.34,16798.70387,14400,0,518.94,ulster,2398.70387,1,3.1944444444444444,0.14
29104389,2014,01-10-2014,25-04-4780,6,OWN,2,Low,56000,1,8500, 36 months,1,INDIVIDUAL,1,DEBT_CONSOLIDATION,6,High,2,GOOD LOAN,0,13.98,C,3,22.05,9135.99,8500,0,290.43,Northern-Irl,635.99,1,6.5882352941176471,0.08
3528359,2013,01-03-2013,18-12-4971,7,MORTGAGE,3,Medium,108000,2,35000, 60 months,2,INDIVIDUAL,1,HOME_IMPROVEMENT,7,High,2,GOOD LOAN,0,17.77,D,4,34.09,39457.83,35000,0,884.4,leinster,4457.83,1,3.0857142857142857,0.14
1684117,2012,01-11-2012,28-10-4889,3,MORTGAGE,3,Low,46500,1,12000, 36 months,1,INDIVIDUAL,1,DEBT_CONSOLIDATION,6,Low,1,GOOD LOAN,0,12.12,B,2,27.06,13082.04,12000,0,399.26,leinster,1082.04,1,3.8750000000000000,0.16
722752,2011,01-04-2011,15-03-4917,10,MORTGAGE,3,Medium,144000,2,10000, 36 months,1,INDIVIDUAL,1,DEBT_CONSOLIDATION,6,High,2,GOOD LOAN,0,14.17,C,3,14.15,11689.35,10000,0,342.61,Northern-Irl,1689.35,1,14.4000000000000000,0.15
6582171,2013,01-08-2013,20-10-4670,0.5,MORTGAGE,3,Low,54000,1,20425, 36 months,1,INDIVIDUAL,1,DEBT_CONSOLIDATION,6,Low,1,GOOD LOAN,0,11.55,B,2,8.09,19546.87,15883.69,0,674.03,munster,-878.13,1,2.6438188494492044,0.14
816715,2011,01-07-2011,05-12-4752,3,OWN,2,Low,52000,1,14400, 60 months,2,INDIVIDUAL,1,DEBT_CONSOLIDATION,6,Low,1,GOOD LOAN,0,11.49,B,2,24.81,15451.11,14400,0,316.63,munster,1051.11,1,3.6111111111111111,0.15
27560810,2014,01-09-2014,20-10-4670,10,MORTGAGE,3,Low,60000,1,9000, 36 months,1,INDIVIDUAL,1,HOME_IMPROVEMENT,7,Low,1,GOOD LOAN,0,9.17,B,2,2.36,4590.72,3697.67,0,286.92,Northern-Irl,-4409.28,1,6.6666666666666667,0.08
7098725,2013,01-09-2013,18-10-4670,10,RENT,1,Low,55000,1,8000, 36 months,1,INDIVIDUAL,1,CREDIT_CARD,1,High,2,GOOD LOAN,0,19.52,D,4,20.26,8504.24,8000,0,295.36,Northern-Irl,504.24,1,6.8750000000000000,0.14
32349914,2014,01-10-2014,20-12-4971,4,MORTGAGE,3,Low,64000,1,20000, 60 months,2,INDIVIDUAL,1,DEBT_CONSOLIDATION,6,High,2,GOOD LOAN,0,14.49,C,3,22.4,6570.48,3469.74,0,470.47,Northern-Irl,-13429.52,1,3.2000000000000000,0.08
9797708,2013,01-12-2013,20-12-4971,10,RENT,1,Low,25000,1,7000, 36 months,1,INDIVIDUAL,1,DEBT_CONSOLIDATION,6,High,2,GOOD LOAN,0,14.47,C,3,15.31,5780.34,4324.32,0,240.85,leinster,-1219.66,1,3.5714285714285714,0.14
9594668,2013,01-12-2013,18-03-4917,0.5,RENT,1,Low,68000,1,12000, 60 months,2,INDIVIDUAL,1,CREDIT_CARD,1,High,2,GOOD LOAN,0,14.47,C,3,11.49,14809.18,12000,0,282.16,Northern-Irl,2809.18,1,5.6666666666666667,0.14
30205604,2014,01-10-2014,25-04-4780,10,OWN,2,Low,36000,1,6000, 36 months,1,INDIVIDUAL,1,DEBT_CONSOLIDATION,6,Low,1,GOOD LOAN,0,9.17,B,2,26.57,6318.25,6000,0,191.28,leinster,318.25,1,6.0000000000000000,0.08
7060490,2013,01-10-2013,26-01-4835,7,RENT,1,Low,60000,1,15600, 60 months,2,INDIVIDUAL,1,CREDIT_CARD,1,High,2,GOOD LOAN,0,15.1,C,3,11.19,17284.75,15600,0,371.95,ulster,1684.75,1,3.8461538461538462,0.14
1115960,2012,01-02-2012,17-10-4670,10,MORTGAGE,3,Low,67128,1,20000, 36 months,1,INDIVIDUAL,1,DEBT_CONSOLIDATION,6,Low,1,GOOD LOAN,0,6.62,A,1,28.76,21055.63,20000,0,614.08,Northern-Irl,1055.63,1,3.3564000000000000,0.16
6285327,2013,01-07-2013,06-03-4698,4,RENT,1,Low,55000,1,15000, 36 months,1,INDIVIDUAL,1,DEBT_CONSOLIDATION,6,Low,1,GOOD LOAN,0,10.64,B,2,16.67,16982.57,15000,0,488.53,cannught,1982.57,1,3.6666666666666667,0.14
35864046,2014,01-11-2014,20-12-4971,10,MORTGAGE,3,Medium,106800,2,24000, 36 months,1,INDIVIDUAL,1,DEBT_CONSOLIDATION,6,Low,1,GOOD LOAN,0,8.19,A,1,9.06,9793.42,7997.23,0,754.18,leinster,-14206.58,1,4.4500000000000000,0.08
6548391,2013,01-08-2013,20-10-4670,10,RENT,1,Low,65000,1,13600, 36 months,1,INDIVIDUAL,1,DEBT_CONSOLIDATION,6,Low,1,GOOD LOAN,0,9.71,B,2,8.92,12668.57,10634.78,0,436.99,cannught,-931.43,1,4.7794117647058824,0.14
5824827,2013,01-06-2013,20-12-4971,5,RENT,1,Low,45000,1,8000, 36 months,1,INDIVIDUAL,1,DEBT_CONSOLIDATION,6,High,2,GOOD LOAN,0,18.49,D,4,34.97,10405.1,8000,0,291.19,leinster,2405.1,1,5.6250000000000000,0.14
4186401,2013,01-04-2013,19-10-4670,3,RENT,1,Low,50000,1,22000, 36 months,1,INDIVIDUAL,1,DEBT_CONSOLIDATION,6,High,2,GOOD LOAN,0,18.49,D,4,18.41,27486.5442,22000,0,800.78,ulster,5486.5442,1,2.2727272727272727,0.14
1263367,2012,01-05-2012,12-06-4862,2,RENT,1,Low,87000,1,10800, 36 months,1,INDIVIDUAL,1,DEBT_CONSOLIDATION,6,High,2,GOOD LOAN,0,17.27,D,4,10.23,12754.34,10800,0,386.51,ulster,1954.34,1,8.0555555555555556,0.16
5176160,2013,01-05-2013,11-09-4807,6,RENT,1,Low,39000,1,15000, 36 months,1,INDIVIDUAL,1,DEBT_CONSOLIDATION,6,High,2,GOOD LOAN,0,14.33,C,3,18.28,18197.00985,15000,0,515.08,cannught,3197.00985,1,2.6000000000000000,0.14
26400117,2014,01-09-2014,20-12-4971,8,MORTGAGE,3,Low,49000,1,12000, 36 months,1,INDIVIDUAL,1,DEBT_CONSOLIDATION,6,Low,1,BAD LOAN,1,12.99,C,3,24.12,6064.05,4442.52,0,404.27,leinster,-5935.95,0,4.0833333333333333,0.08
6114827,2013,01-07-2013,14-06-4862,8,RENT,1,Low,75000,1,16000, 36 months,1,INDIVIDUAL,1,DEBT_CONSOLIDATION,6,High,2,BAD LOAN,1,20.8,E,5,34.34,15017.59,10019.84,0,601.16,leinster,-982.41,0,4.6875000000000000,0.14
9196227,2013,01-12-2013,13-06-4862,4,RENT,1,Low,32090,1,11225, 36 months,1,INDIVIDUAL,1,CAR,2,High,2,BAD LOAN,1,13.67,B,2,22.48,4332.34,2114.68,1277.58,381.85,Northern-Irl,-6892.66,0,2.8587973273942094,0.14
5064711,2013,01-05-2013,16-03-4917,10,MORTGAGE,3,Low,75000,1,18225, 36 months,1,INDIVIDUAL,1,CREDIT_CARD,1,Low,1,GOOD LOAN,0,10.16,B,2,21.31,18959.38,18225,0,589.44,Northern-Irl,734.38,1,4.1152263374485597,0.14
26409973,2014,01-09-2014,20-10-4670,10,MORTGAGE,3,Low,59000,1,11350, 36 months,1,INDIVIDUAL,1,CREDIT_CARD,1,Low,1,GOOD LOAN,0,7.69,A,1,18.73,5664.8,4723.98,0,354.05,cannught,-5685.2,1,5.1982378854625551,0.08
1428928,2012,01-08-2012,12-06-4862,5,MORTGAGE,3,Low,85000,1,21600, 36 months,1,INDIVIDUAL,1,DEBT_CONSOLIDATION,6,Low,1,BAD LOAN,1,13.11,B,2,18.13,8741.28,6279.93,0,728.94,munster,-12858.72,0,3.9351851851851852,0.16
29565211,2014,01-10-2014,02-08-4944,5,MORTGAGE,3,Low,48000,1,10200, 60 months,2,INDIVIDUAL,1,DEBT_CONSOLIDATION,6,High,2,GOOD LOAN,0,16.99,D,4,17.45,10334.79,10200,0,253.45,munster,134.79,1,4.7058823529411765,0.08
5040467,2013,01-05-2013,20-10-4670,8,RENT,1,Low,60000,1,5500, 36 months,1,INDIVIDUAL,1,DEBT_CONSOLIDATION,6,High,2,GOOD LOAN,0,17.77,D,4,18.4,6342.45,4735.75,0,198.21,leinster,842.45,1,10.9090909090909091,0.14
6716614,2013,01-08-2013,17-03-4917,10,MORTGAGE,3,Low,82000,1,11000, 36 months,1,INDIVIDUAL,1,DEBT_CONSOLIDATION,6,Low,1,GOOD LOAN,0,8.9,A,1,8.47,11954.89784,11000,0,349.29,cannught,954.89784,1,7.4545454545454545,0.14
678498,2011,01-02-2011,20-10-4670,7,RENT,1,Low,60000,1,23500, 60 months,2,INDIVIDUAL,1,DEBT_CONSOLIDATION,6,High,2,GOOD LOAN,0,16.02,D,4,26.8,33135.57,22356.18,0,571.73,ulster,9635.57,1,2.5531914893617021,0.15
28332551,2014,01-10-2014,20-10-4670,9,MORTGAGE,3,Low,55000,1,16475, 60 months,2,INDIVIDUAL,1,DEBT_CONSOLIDATION,6,High,2,GOOD LOAN,0,25.83,G,7,27.73,7374.3,2395.4,0,491.62,leinster,-9100.7,1,3.3383915022761760,0.08
